alloc,,clusters,,tasksAlloc,,file
1,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_19, at3_22], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_10, at3_13, at3_16, at2_11, at2_14, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at2_17, at2_8, at2_5]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1.xml
2,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_28, at3_13, at3_16, at3_22, at2_11, at2_14, at2_17], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at3_7, at3_4, at3_10, at3_19, at2_8, at2_5, at2_20, at2_23, at2_26, at2_29]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation2.xml
3,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at2_8, at2_5, at2_23, at2_26, at2_29], r3=[at4_18, at4_12, at3_28, at3_10, at3_13, at3_16, at3_19, at3_22, at2_11, at2_14, at2_17, at2_20], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3.xml
1867,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1867.xml
1868,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_21, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1868.xml
1869,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_18, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1869.xml
1870,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1870.xml
1871,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1871.xml
1872,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1872.xml
1873,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1873.xml
1874,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1874.xml
1875,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1875.xml
1876,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1876.xml
1877,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1877.xml
1878,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1878.xml
1879,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1879.xml
1880,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1880.xml
1881,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1881.xml
1882,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1882.xml
1883,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1883.xml
1884,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_18, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1884.xml
1885,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1885.xml
1886,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1886.xml
1887,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1887.xml
1888,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1888.xml
1889,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1889.xml
1890,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1890.xml
1891,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1891.xml
1892,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1892.xml
1893,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1893.xml
1894,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1894.xml
1895,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1895.xml
1896,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1896.xml
1897,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1897.xml
1898,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1898.xml
1899,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1899.xml
1900,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1900.xml
1901,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1901.xml
1902,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1902.xml
1903,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1903.xml
1904,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1904.xml
1905,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1905.xml
1906,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1906.xml
1907,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1907.xml
1908,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1908.xml
1909,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1909.xml
1910,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_26], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_25, at3_13, at3_22, at2_11, at2_14, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1910.xml
